央视频道,#genre#
newtv精品大剧,http://[2409:8087:1a0b:df::4001]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225670/index.m3u8
newtv军事评论,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225668/index.m3u8
newtv明星大片,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225664/index.m3u8
newtv欢乐剧场,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225742/index.m3u8
newtv精品萌宠,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226505/index.m3u8
newtv超级综艺,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225714/index.m3u8
newtv金牌综艺,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225666/index.m3u8

上海频道,#genre#
上海新闻综合,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000002000000005/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000005&IASHttpSessionId=OTT19019320240419154124000281
上海都市,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000002000000012/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000012&IASHttpSessionId=OTT19019320240419154124000281
上海外语,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000002000000001/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000001&IASHttpSessionId=OTT19019320240419154124000281
七彩戏剧,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000002000000010/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000010&IASHttpSessionId=OTT19019320240419154124000281
五星体育,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000002000000007/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000007&IASHttpSessionId=OTT19019320240419154124000281
东方影视,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000002000000013/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000013&IASHttpSessionId=OTT19019320240419154124000281
东方财经,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000002000000090/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000090&IASHttpSessionId=OTT19019320240419154124000281
法治天地,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000002000000014/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000014&IASHttpSessionId=OTT19019320240419154124000281
第一财经,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000002000000004/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000004&IASHttpSessionId=OTT19019320240419154124000281
中国港澳,#genre#
凤凰资讯,https://dl.zhoujie218.top/new/fhx.php?id=fhzx
凤凰中文,https://dl.zhoujie218.top/new/fhx.php?id=fhzw
凤凰香港,https://dl.zhoujie218.top/new/fhx.php?id=fhhk
TVB翡翠,http://cdn9.1689.us.kg/smt1.1.php?id=jade_twn
TVB星河,http://cdn9.1689.us.kg/smt1.1.php?id=Xinhe
凤凰中文,http://203.205.220.174:80/qctv.fengshows.cn/live/0701pcc72.m3u8
凤凰资讯,http://203.205.220.174:80/qctv.fengshows.cn/live/0701pin72.m3u8
凤凰香港,http://203.205.220.174:80/qctv.fengshows.cn/live/0701phk72.m3u8
凤凰中文,https://stream1.freetv.fun/16bc0b847b4c0a5a1a8645fc01576a0a28d5d8667bad711c48e5d80d12d2d329.ctv
凤凰资讯,https://stream1.freetv.fun/2a72335a63dd0749c5a32d1bf1b0c001a81a26cc81d7e94534791d36f2c87d7d.ctv


Plus综合,http://aktv.top/AKTV/live/aktv/tvbplus/AKTV.m3u8
pₒₚc电影,http://aktv.top/AKTV/live/aktv/popc/AKTV.m3u8
凤凰中文,http://aktv.top/AKTV/live/aktv/null-3/AKTV.m3u8
凤凰资讯,http://aktv.top/AKTV/live/aktv/null-4/AKTV.m3u8
凤凰香港,http://aktv.top/AKTV/live/aktv/null-5/AKTV.m3u8
中天新闻,http://aktv.top/AKTV/live/aktv/null-8/AKTV.m3u8
TVB新闻,http://aktv.top/AKTV/live/aktv/null-1/AKTV.m3u8
TVB翡翠,http://aktv.top/AKTV/live/aktv/null/AKTV.m3u8
TVB明珠,http://aktv.top/AKTV/live/aktv/null-2/AKTV.m3u8
TVB赛马,http://aktv.top/AKTV/live/aktv/mytvsuper18/AKTV.m3u8
TVB亚洲剧集,http://aktv.top/AKTV/live/aktv/null-7/AKTV.m3u8
TVB翡翠剧集,http://aktv.top/AKTV/live/aktv/null-18/AKTV.m3u8
TVB明珠剧集,http://aktv.top/AKTV/live/aktv/null-19/AKTV.m3u8
TVBJ1综合美,http://aktv.top/AKTV/live/aktv/null-17/AKTV.m3u8
TVB新闻频美,http://aktv.top/AKTV/live/aktv/null-20/AKTV.m3u8
重温经典,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
香港面包,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8?$官源
莲花卫视,http://php.jdshipin.com:8880/amlh.php
亚洲卫视,https://p2hs.vzan.com/slowlive/821481626725612417/live.m3u8


全球频道全网,#genre#
环球电视,http://zb.xzxwhcb.com:9999/hls/world.m3u8
中國環球,http://live.cgtn.com/500/prog_index.m3u8
CNA新闻,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
HBtv老挝,http://hikvision.city:880/HBTV.m3u8
半岛新闻,http://live-hls-web-aja.getaj.net/AJA/02.m3u8
半岛新闻,http://live-hls-web-aje.getaj.net/AJE/01.m3u8
俄罗斯频,https://rt-glb.rttv.com/dvr/rtnews/playlist_4500Kb.m3u8
韩国国防,http://mediaworks.dema.mil.kr:1935/live_edge/cudo.sdp/playlist.m3u8
韩国新闻,http://amdlive.ctnd.com.edgesuite.net:80/arirang_1ch/smil:arirang_1ch.smil/chunklist_b2256000_sleng.m3u8
日语新闻,https://n24-cdn-live.ntv.co.jp/ch01/index_high.m3u8
环球,http://live.cgtn.com/500/prog_index.m3u8
动物,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8

湾湾频道全网,#genre#
中天新闻,http://litv.zapi.us.kg/?id=4gtv-4gtv009
东森新闻,http://litv.zapi.us.kg/?id=4gtv-4gtv152
tvbs新闻,http://litv.zapi.us.kg/?id=4gtv-4gtv072
寰宇新闻,http://litv.zapi.us.kg/?id=litv-longturn14
非凡新闻,http://litv.zapi.us.kg/?id=4gtv-4gtv010
闽镜新闻,http://litv.zapi.us.kg/?id=4gtv-4gtv075

民视新闻,http://litv.zapi.us.kg/?id=litv-ftv13
中视新闻,http://litv.zapi.us.kg/?id=4gtv-4gtv074
华视新闻,http://litv.zapi.us.kg/?id=4gtv-4gtv052
视新闻,http://litv.zapi.us.kg/?id=4gtv-4gtv051
民视闽南,http://litv.zapi.us.kg/?id=4gtv-4gtv002
民视闽南,http://litv.zapi.us.kg/?id=4gtv-4gtv155
中视闽南,http://litv.zapi.us.kg/?id=4gtv-4gtv040
华视闽南,http://litv.zapi.us.kg/?id=4gtv-4gtv041
视闽南,http://litv.zapi.us.kg/?id=4gtv-4gtv066
寰宇闽南,http://litv.zapi.us.kg/?id=litv-longturn15
tvbs闽南,http://litv.zapi.us.kg/?id=4gtv-4gtv073
民视湾,http://litv.zapi.us.kg/?id=4gtv-4gtv001
民视湾,http://litv.zapi.us.kg/?id=4gtv-4gtv156
民视第一,http://litv.zapi.us.kg/?id=4gtv-4gtv003
民视旅游,http://litv.zapi.us.kg/?id=litv-ftv07
民视影剧,http://litv.zapi.us.kg/?id=litv-ftv09
民视综艺,http://litv.zapi.us.kg/?id=4gtv-4gtv004
中视菁采,http://litv.zapi.us.kg/?id=4gtv-4gtv064
中视经典,http://litv.zapi.us.kg/?id=4gtv-4gtv080
视财经,http://litv.zapi.us.kg/?id=4gtv-4gtv056
公视戏剧,http://litv.zapi.us.kg/?id=4gtv-4gtv042
闽南戏剧,http://litv.zapi.us.kg/?id=litv-longturn22
国际财经,http://litv.zapi.us.kg/?id=4gtv-4gtv104
东森财经,http://litv.zapi.us.kg/?id=4gtv-4gtv153
tvbs精采,http://litv.zapi.us.kg/?id=4gtv-4gtv067
tvbs欢乐,http://litv.zapi.us.kg/?id=4gtv-4gtv068
八大精彩,http://litv.zapi.us.kg/?id=4gtv-4gtv034
八大综艺,http://litv.zapi.us.kg/?id=4gtv-4gtv039
爱尔达娱乐,http://litv.zapi.us.kg/?id=4gtv-4gtv070
靖洋戏剧,http://litv.zapi.us.kg/?id=4gtv-4gtv045
靖洋卡通,http://litv.zapi.us.kg/?id=4gtv-4gtv057
靖天卡通,http://litv.zapi.us.kg/?id=4gtv-4gtv044
靖天综合,http://litv.zapi.us.kg/?id=4gtv-4gtv046
靖天日本,http://litv.zapi.us.kg/?id=4gtv-4gtv047
靖天欢乐,http://litv.zapi.us.kg/?id=4gtv-4gtv054
靖天映画,http://litv.zapi.us.kg/?id=4gtv-4gtv055
靖天戏剧,http://litv.zapi.us.kg/?id=4gtv-4gtv058
靖天电影,http://litv.zapi.us.kg/?id=4gtv-4gtv061
靖天育乐,http://litv.zapi.us.kg/?id=4gtv-4gtv062
靖天国际,http://litv.zapi.us.kg/?id=4gtv-4gtv063
靖天资讯,http://litv.zapi.us.kg/?id=4gtv-4gtv065
龙华卡通,http://litv.zapi.us.kg/?id=litv-longturn01
龙华日韩,http://litv.zapi.us.kg/?id=litv-longturn11
龙华偶像,http://litv.zapi.us.kg/?id=litv-longturn12
龙华电影,http://litv.zapi.us.kg/?id=litv-longturn03
龙华戏剧,http://litv.zapi.us.kg/?id=litv-longturn18
龙华经典,http://litv.zapi.us.kg/?id=litv-longturn21
国会壹,http://litv.zapi.us.kg/?id=4gtv-4gtv084
国会贰,http://litv.zapi.us.kg/?id=4gtv-4gtv085
好消息壹,http://litv.zapi.us.kg/?id=litv-ftv16
好消息贰,http://litv.zapi.us.kg/?id=litv-ftv17
智林体育,http://litv.zapi.us.kg/?id=4gtv-4gtv101
博斯魅力,http://litv.zapi.us.kg/?id=litv-longturn04
博斯网球,http://litv.zapi.us.kg/?id=litv-longturn09
博斯高球壹,http://litv.zapi.us.kg/?id=litv-longturn05
博斯高球贰,http://litv.zapi.us.kg/?id=litv-longturn06
博斯运动壹,http://litv.zapi.us.kg/?id=litv-longturn07
博斯运动贰,http://litv.zapi.us.kg/?id=litv-longturn08
博斯无限壹,http://litv.zapi.us.kg/?id=litv-longturn10
博斯无限贰,http://litv.zapi.us.kg/?id=litv-longturn13
阿里郎,http://litv.zapi.us.kg/?id=4gtv-4gtv079
达文西,http://litv.zapi.us.kg/?id=4gtv-4gtv018
猪哥亮歌厅,http://litv.zapi.us.kg/?id=4gtv-4gtv006
亚洲旅游,http://litv.zapi.us.kg/?id=litv-longturn17
美国之音,http://litv.zapi.us.kg/?id=litv-ftv03
半岛新闻,http://litv.zapi.us.kg/?id=litv-ftv10
非凡商业,http://litv.zapi.us.kg/?id=4gtv-4gtv048
第壹商业,http://litv.zapi.us.kg/?id=4gtv-4gtv109
爱放动漫,http://litv.zapi.us.kg/?id=litv-ftv15
古典音乐,http://litv.zapi.us.kg/?id=4gtv-4gtv059
客家电视,http://litv.zapi.us.kg/?id=4gtv-4gtv043
华仁纪实,http://litv.zapi.us.kg/?id=4gtv-4gtv013
时尚运动,http://litv.zapi.us.kg/?id=4gtv-4gtv014
生活英语,http://litv.zapi.us.kg/?id=litv-longturn20
采昌影剧,http://litv.zapi.us.kg/?id=4gtv-4gtv049
数位电影,http://litv.zapi.us.kg/?id=4gtv-4gtv011
Amc电影,http://litv.zapi.us.kg/?id=4gtv-4gtv017
CAT电影,http://litv.zapi.us.kg/?id=4gtv-4gtv076
TRA体育,http://litv.zapi.us.kg/?id=4gtv-4gtv077
SMArt知识,http://litv.zapi.us.kg/?id=litv-longturn19
GLO-Bet,http://litv.zapi.us.kg/?id=4gtv-4gtv016
TRACEU,http://litv.zapi.us.kg/?id=4gtv-4gtv082
MEZZOl,http://litv.zapi.us.kg/?id=4gtv-4gtv083
Ginx_TV,http://litv.zapi.us.kg/?id=4gtv-4gtv053
tvbs闽南,http://61.221.215.25:8800/hls/9/index.m3u8
三立戏剧,http://61.221.215.25:8800/hls/41/index.m3u8
八大戏剧,http://61.221.215.25:8800/hls/39/index.m3u8
八大第一,http://61.221.215.25:8800/hls/55/index.m3u8
八大综合,http://61.221.215.25:8800/hls/56/index.m3u8
中天娱乐,http://61.221.215.25:8800/hls/47/index.m3u8
纬来精彩,http://61.221.215.25:8800/hls/48/index.m3u8
动物星球频国,http://61.221.215.25:8800/hls/57/index.m3u8
amc电影频英,http://61.221.215.25:8800/hls/43/index.m3u8
ASC搜索频英,http://61.221.215.25:8800/hls/50/index.m3u8
Diso综合频英,http://61.221.215.25:8800/hls/1/index.m3u8
momotv,rtmp://f13h.mine.nu/sat/tv761
东森新闻,http://37.27.111.214:8080/live/20/hls.m3u8
tvbs闽南,http://37.27.111.214:8080/live/23/hls.m3u8
民视闽南,http://37.27.111.214:8080/live/6/hls.m3u8
中视闽南,http://37.27.111.214:8080/live/7/hls.m3u8
华视闽南,http://37.27.111.214:8080/live/8/hls.m3u8
民视第一,http://37.27.111.214:8080/live/4/hls.m3u8
民视台湾,http://37.27.111.214:8080/live/5/hls.m3u8
tvbs欢乐,http://37.27.111.214:8080/live/24/hls.m3u8
龙华电影,http://37.27.111.214:8080/live/19/hls.m3u8
猪哥亮歌厅国,http://37.27.111.214:8080/live/35/hls.m3u8
亚洲旅游,http://37.27.111.214:8080/live/10/hls.m3u8
幸福空间,http://37.27.111.214:8080/live/26/hls.m3u8
HakkaTV,http://37.27.111.214:8080/live/1/hls.m3u8
TiTV原视,http://37.27.111.214:8080/live/2/hls.m3u8
动画动漫,http://37.27.111.214:8080/live/57/hls.m3u8
Nick动画频壹,http://37.27.111.214:8080/live/12/hls.m3u8
Nick动画频贰,http://37.27.111.214:8080/live/22/hls.m3u8
MoMo亲子国,http://37.27.111.214:8080/live/3/hls.m3u8
博斯高球频壹,http://37.27.111.214:8080/live/13/hls.m3u8
博斯无限,http://37.27.111.214:8080/live/15/hls.m3u8
mTV音乐,http://37.27.111.214:8080/live/25/hls.m3u8
HISTORY,http://37.27.111.214:8080/live/27/hls.m3u8
HITs电影,http://37.27.111.214:8080/live/28/hls.m3u8
CINEMA-,http://37.27.111.214:8080/live/30/hls.m3u8
TV5_MONDE,http://37.27.111.214:8080/live/9/hls.m3u8
BLOOMBERG,http://37.27.111.214:8080/live/34/hls.m3u8
中天新闻,http://aktv.top/AKTV/live/aktv/null-8/AKTV.m3u8

寰宇新闻,http://aktv.top/AKTV/live/aktv/null-9/AKTV.m3u8
tvbs新闻,http://aktv.top/AKTV/live/aktv/tvbs-1/AKTV.m3u8
tvbs闽南,http://aktv.top/AKTV/live/aktv/tvbs/AKTV.m3u8
三立新闻,http://aktv.top/AKTV/live/aktv/null-14/AKTV.m3u8
三立综合,http://aktv.top/AKTV/live/aktv/null-13/AKTV.m3u8
中视闽南,http://aktv.top/AKTV/live/aktv/null-10/AKTV.m3u8
华视闽南,http://aktv.top/AKTV/live/aktv/null-11/AKTV.m3u8
中天亚洲,http://aktv.top/AKTV/live/aktv/null-12/AKTV.m3u8
靖天电影,http://aktv.top/AKTV/live/aktv/null-6/AKTV.m3u8
泰国购物,http://aktv.top/AKTV/live/aktv/null-16/AKTV.m3u8

非凡新闻,rtmp://f13h.mine.nu/sat/tv581
中视闽南,rtmp://f13h.mine.nu/sat/tv091
台视闽南,rtmp://f13h.mine.nu/sat/tv071
华视闽南,rtmp://f13h.mine.nu/sat/tv111
东森超视,rtmp://f13h.mine.nu/sat/tv331
MoMo综合,rtmp://f13h.mine.nu/sat/tv761
纬来日本,rtmp://f13h.mine.nu/sat/tv771
纬来育乐,rtmp://f13h.mine.nu/sat/tv701
纬来体育,rtmp://f13h.mine.nu/sat/tv721
ELEVEN1,rtmp://f13h.mine.nu/sat/tv731
ELEVEN2,rtmp://f13h.mine.nu/sat/tv741

景区直播全网,#genre#
新疆天山(定海神针),http://gctxyc.liveplay.myqcloud.com/gc/xjtcdhsz_1/index.m3u8
黄花城水长城02,http://gctxyc.liveplay.myqcloud.com/gc/wgw02_1/index.m3u8
直播中国,https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8?contentid=2820180516001
湖南张家界水绕四门,https://gcalic.v.myalicdn.com/gc/zjjsrsm_1/index.m3u8
湖南张家界将军列队,https://gcalic.v.myalicdn.com/gc/zjjjjdl_1/index.m3u8
湖南张家界迷魂台,https://gcalic.v.myalicdn.com/gc/zjjmht_1/index.m3u8
湖南张家界宝峰湖,https://gcalic.v.myalicdn.com/gc/zjjbfh_1/index.m3u8
湖南张家界御笔峰,https://gcalic.v.myalicdn.com/gc/zjjybf_1/index.m3u8
四川峨眉山云海日出,https://gcalic.v.myalicdn.com/gc/emsarm_1/index.m3u8
四川峨眉山远眺贡嘎山,https://gcalic.v.myalicdn.com/gc/emsyh_1/index.m3u8
四川峨眉山贤菩萨铜像,https://gcalic.v.myalicdn.com/gc/emspxps_1/index.m3u8
四川峨眉山远眺万佛顶,https://gcalic.v.myalicdn.com/gc/emswfs_1/index.m3u8
新疆天山(定海神针),https://gcalic.v.myalicdn.com/gc/xjtcdhsz_1/index.m3u8
新疆天山(定海神针),https://gcalic.v.myalicdn.com/gc/xjtcdhsz_1/index.m3u8
新疆天山(马牙山),https://gcalic.v.myalicdn.com/gc/xjtcmys_1/index.m3u8
新疆天山(灯杆山),https://gcalic.v.myalicdn.com/gc/xjtcdgs_1/index.m3u8
湖南张家界天门山西线玻璃栈道,https://gcalic.v.myalicdn.com/gc/tms05_1/index.m3u8
厦门鼓浪屿,https://gcalic.v.myalicdn.com/gc/gly01_1/index.m3u8
厦门鼓浪屿,https://gcalic.v.myalicdn.com/gc/gly01_1/index.m3u8
广西玉林大容山莲花山顶,https://gcalic.v.myalicdn.com/gc/drs01_1/index.m3u8
八里沟风景区桃花湾瀑布,https://gcalic.v.myalicdn.com/gc/blg05_1/index.m3u8
八里沟风景区天界山玻璃栈道,https://gcalic.v.myalicdn.com/gc/blg03_1/index.m3u8
安徽池州九华山风景区九华山,https://gcalic.v.myalicdn.com/gc/jhs05_1/index.m3u8
安徽池州九华山风景区九华山,https://gcalic.v.myalicdn.com/gc/jhs05_1/index.m3u8
安徽池州九华山风景区花台,https://gcalic.v.myalicdn.com/gc/jhs01_1/index.m3u8
江苏徐州云龙湖风景区云龙山观景台西,https://gcalic.v.myalicdn.com/gc/ylh04_1/index.m3u8
南京玄武湖公园,https://gcalic.v.myalicdn.com/gc/xwh01_1/index.m3u8
云南丽江蓝月谷,https://gcalic.v.myalicdn.com/gc/ylxs12_1/index.m3u8
云南丽江玉龙山草甸,https://gcalic.v.myalicdn.com/gc/hkylxs06_1/index.m3u8
云南丽江冰川,https://gcalic.v.myalicdn.com/gc/hkylxs05_1/index.m3u8
云南丽江印象实景,https://gcalic.v.myalicdn.com/gc/hkylxs01_1/index.m3u8
江苏南京牛首山,https://gcalic.v.myalicdn.com/gc/nss01_1/index.m3u8
福建漳州醉美沙滩翡翠湾,https://gcalic.v.myalicdn.com/gc/fcw03_1/index.m3u8
普陀山,https://gcalic.v.myalicdn.com/gc/pts01_1/index.m3u8
浙江舟山东极岛,https://gcalic.v.myalicdn.com/gc/djd01_1/index.m3u8
四川四姑娘山隆珠措,https://gcalic.v.myalicdn.com/gc/sgns02_1/index.m3u8
丽江古城大研花巷观景,https://gcalic.v.myalicdn.com/gc/ljgcdyhxgjt_1/index.m3u8
丽江古城大研花巷观景,https://gcalic.v.myalicdn.com/gc/ljgcdyhxgjt_1/index.m3u8
丽江古城大水车,https://gcalic.v.myalicdn.com/gc/ljgcdsc_1/index.m3u8
丽江古城万古楼遥望玉龙山,https://gcalic.v.myalicdn.com/gc/ljgcwglytylxs_1/index.m3u8
狮子山鸟瞰丽江古城,https://gcalic.v.myalicdn.com/gc/ljgcszsnkgc_1/index.m3u8
雪乡梦幻家园,https://gcalic.v.myalicdn.com/gc/mdjxxmhjyxj_1/index.m3u8
雪乡大石碑,https://gcalic.v.myalicdn.com/gc/mdjxxdsb_1/index.m3u8
乌镇蓝印花布,https://gcalic.v.myalicdn.com/gc/zjwzlyhb_1/index.m3u8
乌镇西市河,https://gcalic.v.myalicdn.com/gc/zjwzbblh_1/index.m3u8
乌镇西市河,https://gcalic.v.myalicdn.com/gc/zjwzbblh_1/index.m3u8
乌镇龙形田,https://gcalic.v.myalicdn.com/gc/zjwzlxt_1/index.m3u8
乌镇全景,https://gcalic.v.myalicdn.com/gc/zjwzblt_1/index.m3u8
凤凰古城南华山,https://gcalic.v.myalicdn.com/gc/fhgcdnhs_1/index.m3u8
凤凰古城东关门,https://gcalic.v.myalicdn.com/gc/fhgcdgm_1/index.m3u8
黄花城水长城01,https://gcalic.v.myalicdn.com/gc/wgw01_1/index.m3u8
黄花城水长城02,https://gcalic.v.myalicdn.com/gc/wgw02_1/index.m3u8
黄花城水长城02,https://gcalic.v.myalicdn.com/gc/wgw02_1/index.m3u8
黄花城水长城03,https://gcalic.v.myalicdn.com/gc/wgw03_1/index.m3u8
鸣沙山,https://gcalic.v.myalicdn.com/gc/dhyyqst_1/index.m3u8
月牙泉,https://gcalic.v.myalicdn.com/gc/dhyyqsm_1/index.m3u8
五彩池,https://gcalic.v.myalicdn.com/gc/hlwcc_1/index.m3u8
黄龙,https://gcalic.v.myalicdn.com/gc/hlzycc_1/index.m3u8
望乡台,https://gcalic.v.myalicdn.com/gc/hlwxt_1/index.m3u8
泰山主峰,https://gcalic.v.myalicdn.com/gc/taishan01_1/index.m3u8
泰山大观峰,https://gcalic.v.myalicdn.com/gc/taishan03_1/index.m3u8
泰山玉皇顶,https://gcalic.v.myalicdn.com/gc/taishan06_1/index.m3u8
泰山玉皇顶,https://gcalic.v.myalicdn.com/gc/taishan06_1/index.m3u8
泰山十八盘,https://gcalic.v.myalicdn.com/gc/taishan05_1/index.m3u8
泰山望人松,https://gcalic.v.myalicdn.com/gc/taishan02_1/index.m3u8
泰山南天门,https://gcalic.v.myalicdn.com/gc/hkts07_1/index.m3u8
泰山白云亭悬崖,https://gcalic.v.myalicdn.com/gc/hkts02_1/index.m3u8
泰山太平岭,https://gcalic.v.myalicdn.com/gc/hkts09_1/index.m3u8
泰山太平岭,https://gcalic.v.myalicdn.com/gc/hkts09_1/index.m3u8
泰山碧霞祠,https://gcalic.v.myalicdn.com/gc/hkts03_1/index.m3u8
黄山始信新道,https://gcalic.v.myalicdn.com/gc/hsyg_1/index.m3u8
黄山排云亭,https://gcalic.v.myalicdn.com/gc/hspyt_1/index.m3u8
黄山飞来石,https://gcalic.v.myalicdn.com/gc/hsptgy_1/index.m3u8
黄山,https://gcalic.v.myalicdn.com/gc/ahhs01_1/index.m3u8
陕西洋县国宝朱鹮03,https://gcalic.v.myalicdn.com/gc/zh03_1/index.m3u8
安徽黟县西递牌坊,https://gcalic.v.myalicdn.com/gc/yxxdpf_1/index.m3u8
安徽黟县芦村远眺,https://gcalic.v.myalicdn.com/gc/yxlcyt_1/index.m3u8
中央电视塔东,https://gcalic.v.myalicdn.com/gc/ztd_1/index.m3u8
中央电视塔南,https://gcalic.v.myalicdn.com/gc/ztn_1/index.m3u8
恒山悬空寺全景,https://gcalic.v.myalicdn.com/gc/hsxksqj_1/index.m3u8
恒山悬空寺全景,https://gcalic.v.myalicdn.com/gc/hsxksqj_1/index.m3u8
黄果树六角亭瀑布,https://gcalic.v.myalicdn.com/gc/hgsspzxdpb_1/index.m3u8
天涯石,https://gcalic.v.myalicdn.com/gc/tyhjtys_1/index.m3u8
天涯石,https://gcalic.v.myalicdn.com/gc/tyhjtys_1/index.m3u8
六盘山红军长征景区,https://gcalic.v.myalicdn.com/gc/lpsgmjng01_1/index.m3u8
贵州省兴义市万峰林,https://gcalic.v.myalicdn.com/gc/xywfl_1/index.m3u8
云南大理崇圣寺三塔中景,https://gcalic.v.myalicdn.com/gc/dlst03_1/index.m3u8
云南大理崇圣寺三塔远景,https://gcalic.v.myalicdn.com/gc/dlst01_1/index.m3u8
广西桂林漓江景区,https://gcalic.v.myalicdn.com/gc/gllj01_1/index.m3u8
青岛崂山双福,https://gcalic.v.myalicdn.com/gc/qdls03_1/index.m3u8
青岛崂山八水河,https://gcalic.v.myalicdn.com/gc/qdls02_1/index.m3u8
张掖七彩丹霞,https://gcalic.v.myalicdn.com/gc/zyqcdx01_1/index.m3u8
都江堰鱼嘴,https://gcalic.v.myalicdn.com/gc/djyqyl1_1/index.m3u8
乐山大佛全景,https://gcalic.v.myalicdn.com/gc/lsdfgfl_1/index.m3u8
乐山大佛全景,https://gcalic.v.myalicdn.com/gc/lsdfgfl_1/index.m3u8

